vendor_name,partner_detail_id,thea_id,po_fill_rate_qty_level,po_fill_rate_ucode_level,on_time_delivery_rate,median_lead_time,perfect_order_rate,expired_near_expiry_items_received,damaged_items_received,pr_count
Avighna Medicare Private Limited,37111,th420,62.37,27.78,100.00,2.00,37.50,212.00,0.00,102.00
SACHDEVA MEDICALS,7825,th420,51.46,53.04,85.58,2.00,44.44,15454.00,0.00,258.00
MANKIND PHARMA LIMITED,7930,th420,49.84,46.88,48.15,9.00,28.57,219.00,0.00,48.00
M/S MUNIA DISTRIBUTORS,45425,th420,28.13,22.22,16.67,2.00,0.00,0.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th420,23.08,20.00,100.00,2.00,33.33,220.00,0.00,8.00
D C AGENCIES PRIVATE LIMITED,1989,th420,4.74,13.79,0.00,9.00,0.00,18112.00,0.00,496.00
EKDANTA PHARMATECH (U/O AHWSPL) (MR-SLI),30112,th420,0.00,0.00,100.00,1.00,0.00,0.00,0.00,0.00
TRIPLE PLAY TECHNOLOGIES PRIVATE LIMITED,31177,th420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9250,th420,0.00,0.00,0.00,0.00,0.00,10965.00,0.00,251.00
ARYAN WELLNESS PRIVATE LIMITED(GURUGRAM),30727,th420,0.00,0.00,0.00,0.00,0.00,78931.00,0.00,1992.00
THYROCARE TECHNOLOGIES LTD. (GOSL),37722,th420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
THREPSI SOLUTIONS PVT LTD - (MR-GGN),3440,th420,0.00,0.00,0.00,0.00,0.00,522.00,0.00,130.00
MUTHU PHARMA PRIVATE LIMITED,1708,th420,0.00,0.00,0.00,0.00,0.00,470.00,0.00,0.00
Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),6880,th420,0.00,0.00,0.00,0.00,0.00,20.00,0.00,9.00
BALAJI PHARMATECH - (U/O AWPSPL) (MR-VGA-NTR),37881,th420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARNAB MEDICOS (KHUDA ALI SHER),35924,th420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9288,th420,0.00,0.00,0.00,0.00,0.00,13142.00,0.00,68.00
M/S S.G. PHARMACEUTICALS,82438,th424,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th424,100.00,100.00,100.00,8.00,100.00,0.00,0.00,2.00
Avighna Medicare Private Limited,9250,th424,84.27,78.73,100.00,2.00,16.67,79899.00,0.00,126.00
NAMAN PHARMA,29106,th424,81.04,89.36,100.00,0.00,100.00,26479.00,0.00,19.00
PLATINUM PHARMA,38287,th424,44.00,80.00,100.00,4.00,50.00,0.00,0.00,0.00
GOLCHHA & COMPANY,38103,th424,40.47,36.67,100.00,3.00,0.00,0.00,0.00,0.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th424,38.90,63.16,100.00,5.00,25.00,43658.00,0.00,407.00
PREMCHAND & COMPANY,38132,th424,36.16,52.94,100.00,0.00,0.00,0.00,0.00,0.00
SACHDEVA MEDICALS,7825,th424,14.75,50.00,60.00,13.00,0.00,15584.00,0.00,26.00
RAJNISH AGENCIES,38267,th424,13.59,32.98,21.88,12.00,7.69,1677.00,0.00,6.00
M/S ALPHA SALES CORPORATION,54958,th424,11.69,59.02,100.00,1.00,9.09,0.00,0.00,0.00
D C AGENCIES PRIVATE LIMITED,1989,th424,10.99,20.06,79.03,7.00,11.76,55079.00,0.00,334.00
ARYAN Wellness (P) Ltd.,1144,th424,9.13,20.72,91.49,5.00,2.27,247632.00,0.00,1699.00
SUDHIR CHEMIST,60676,th424,8.45,42.22,84.52,7.00,0.00,0.00,0.00,0.00
WELLNESS INDIA,37850,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED - GURGAON,76558,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KINGS ENTERPRISES,91103,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JOY MAA TARA PHARMACY,30609,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BALAJI PHARMA ENTERPRISES,2359,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ENCUBE ETHICALS PRIVATE LIMITED,37941,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9981,th424,0.00,0.00,0.00,0.00,0.00,9126.00,0.00,35.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th424,0.00,0.00,0.00,0.00,0.00,8322.00,0.00,7.00
MANKIND PHARMA LTD,31287,th424,0.00,0.00,0.00,0.00,0.00,1183.00,0.00,72.00
MILTON GENERICS,5658,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
THREPSI SOLUTIONS PVT LTD - (MR-GGN),3440,th424,0.00,0.00,0.00,0.00,0.00,660.00,0.00,1.00
HASMUKH AGENCY,2027,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WE CARE PHARMA INC,32126,th424,0.00,0.00,0.00,0.00,0.00,10.00,0.00,1.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
MILFORD HEALTHCARE,9354,th424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KALINGA PHARMATECH(A Unit of Ascent Wellness & Pharma Solutions Private Limited),11933,th426,100.00,100.00,100.00,0.00,100.00,4566.00,0.00,74.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th426,100.00,100.00,100.00,1.00,100.00,1228.00,0.00,4.00
AAYUSH PHARMA (A UNIT OF AWPSPL)-ASSAM,13714,th426,100.00,100.00,100.00,0.00,100.00,633.00,0.00,7.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th426,99.09,90.00,88.89,4.00,66.67,485.00,0.00,9.00
SACHDEVA MEDICAL-BAREILLY (AWSPL),32197,th426,92.92,87.50,100.00,0.00,50.00,53.00,0.00,6.00
Avighna Medicare Private Limited,37111,th426,82.75,42.86,100.00,1.00,38.46,3465.00,0.00,97.00
SACHDEVA MEDICALS (U/O AHWSPL) (Prayagraj),30096,th426,80.48,75.00,100.00,2.00,33.33,7857.00,0.00,31.00
M/S M.R.PHARMA,38116,th426,79.36,80.97,100.00,0.00,60.00,7641.00,0.00,61.00
MANKIND PHARMA LIMITED,7930,th426,72.69,44.80,100.00,6.00,11.11,141.00,0.00,63.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9983,th426,62.88,54.55,0.00,9.00,0.00,0.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th426,59.79,91.67,100.00,1.00,66.67,1590.00,0.00,20.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th426,50.68,100.00,100.00,0.00,40.00,4090.00,0.00,17.00
DESAI PHARMA(A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PVT LTD),32262,th426,50.00,100.00,100.00,3.00,50.00,0.00,0.00,4.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th426,49.83,100.00,25.00,10.00,25.00,12067.00,0.00,21.00
ASHIRWAD DISTRIBUTORS (U/O AWPSPL) (AR-RPR-TSC),37887,th426,47.98,16.67,100.00,0.00,50.00,0.00,0.00,2.00
E.C. Agencies - A unit of Ascent Wellness and Pharma Solutions Private Limited,29157,th426,46.73,90.00,100.00,0.00,50.00,4620.00,0.00,21.00
SACHDEVA MEDICALS,7825,th426,44.25,53.60,98.23,2.00,34.15,28494.00,0.00,380.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9981,th426,41.02,66.67,100.00,0.00,50.00,9304.00,0.00,38.00
Avighna Medicare Private Limited,82453,th426,37.07,42.86,100.00,1.00,40.00,0.00,0.00,1.00
Avighna Medicare Private Limited,9250,th426,36.21,45.27,94.62,3.00,20.00,49733.00,0.00,430.00
ARYAN Wellness (P) Ltd.,1144,th426,30.06,40.38,85.60,2.80,19.72,257080.00,0.00,479.00
D C AGENCIES PRIVATE LIMITED,1989,th426,23.69,44.95,57.14,5.00,23.81,154276.00,0.00,188.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th426,18.83,21.43,100.00,0.00,50.00,0.00,0.00,0.00
WOCKHARDT LIMITED,13310,th426,14.93,25.00,100.00,0.00,25.00,632.00,0.00,26.00
D.C. AGENCIES - INDORE ( A UNIT OF ASCENT WELLNESS AND PHARMA SOLUTIONS PRIVATE LIMITED ),8164,th426,0.06,33.33,100.00,0.00,0.00,9071.00,0.00,33.00
MUTHU PHARMA PRIVATE LIMITED,1708,th426,0.00,0.00,0.00,0.00,0.00,6136.00,0.00,22.00
NANAK MEDICAL AGENCIES,38129,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Avighna Medicare Private Limited,9288,th426,0.00,0.00,0.00,0.00,0.00,70487.00,0.00,153.00
AARUSH TIRUPATI ENTERPRISE (A UNIT OF API HOLDINGS LIMITED) (MR-BLR-PNY),37678,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
M.K DISTRIBUTOR,56914,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MEDICOS HEALTHCARE - A UNIT OF D.C. AGENCIES PRIVATE LIMITED (AR-IXC-IA1),31163,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARYAN WELLNESS PRIVATE LIMITED(GURUGRAM),30727,th426,0.00,0.00,0.00,0.00,0.00,279080.00,0.00,452.00
AVIGHNA MEDICARE PVT LTD -KOLKATA,31397,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAHAVEER MEDICARE,2737,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M/S NEW IRFAN MEDICAL STORE,56916,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NEHA AGENCY,38131,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WELLNESS INDIA,37850,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SACHDEVA MEDICAL - JHANSI (AWSPL),31408,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),6880,th426,0.00,0.00,0.00,0.00,0.00,20.00,0.00,3.00
EKDANTA PHARMATECH (NASHIK),29854,th426,0.00,0.00,0.00,0.00,0.00,115.00,0.00,4.00
DESAI PHARMA DISTRIBUTORS PVT LTD -MUMBAI,66,th426,0.00,0.00,0.00,0.00,0.00,974.00,0.00,0.00
THREPSI SOLUTIONS PVT LTD - (MR-GGN),3440,th426,0.00,0.00,0.00,0.00,0.00,1004.00,0.00,25.00
MILTON GENERICS,5658,th426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D C Agencies,104,th426,0.00,0.00,0.00,0.00,0.00,4438.00,0.00,1.00
THREPSI SOLUTIONS PVT LTD (MR-MUM),3449,th426,0.00,0.00,0.00,0.00,0.00,6128.00,0.00,17.00
D C AGENCIES PRIVATE LIMITED,1989,th428,19.98,42.36,100.00,3.00,8.33,10.00,0.00,7.00
ARYAN Wellness (P) Ltd.,1144,th428,12.79,59.07,100.00,1.00,9.09,0.00,0.00,28.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th428,3.05,11.45,98.93,4.00,0.00,16.00,0.00,87.00
